UoM_Wireless1,UoM_Wireless6,UoM_Wireless11,eduroam1,eduroam6,eduroam11,Jungle Book10,PROLINK_H5004NK_8766E11,UNIC-wifi11,id
-100.0,-72.0,-76.0,-100.0,-70.0,-76.0,-100.0,-100.0,-100.0,5.0
-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-67.0,-100.0,4.0
-100.0,-80.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-53.0,-100.0,-100.0,-52.0,-100.0,-84.0,-67.0,-100.0,1.0
-73.0,-100.0,-100.0,-70.0,-88.0,-100.0,-56.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-80.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-78.0,-82.0,-100.0,-90.0,-82.0,-100.0,-100.0,-100.0,2.0
-100.0,-79.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,7.0
-77.0,-90.0,-100.0,-78.0,-100.0,-100.0,-100.0,-63.0,-100.0,4.0
-73.0,-91.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-74.0,-80.0,-100.0,-77.0,-78.0,-100.0,-100.0,-100.0,5.0
-100.0,-52.0,-100.0,-100.0,-52.0,-100.0,-100.0,-67.0,-100.0,1.0
-89.0,-92.0,-81.0,-100.0,-89.0,-83.0,-100.0,-87.0,-100.0,2.0
-100.0,-82.0,-90.0,-100.0,-81.0,-87.0,-100.0,-100.0,-100.0,7.0
-72.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-74.0,-79.0,-100.0,-71.0,-79.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-90.0,-82.0,-80.0,-89.0,-76.0,-78.0,-100.0,-87.0,-100.0,2.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,4.0
-100.0,-84.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-70.0,-100.0,-100.0,-70.0,-100.0,-100.0,-53.0,-100.0,-100.0,6.0
-100.0,-53.0,-100.0,-100.0,-52.0,-100.0,-77.0,-67.0,-100.0,1.0
-100.0,-77.0,-77.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-76.0,-72.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-100.0,-80.0,-100.0,-100.0,-80.0,-84.0,-89.0,-100.0,2.0
-100.0,-86.0,-89.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,7.0
-73.0,-100.0,-100.0,-100.0,-88.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-53.0,-100.0,-100.0,-52.0,-100.0,-75.0,-67.0,-100.0,1.0
-100.0,-75.0,-79.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,5.0
-89.0,-80.0,-79.0,-79.0,-100.0,-80.0,-100.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-84.0,-84.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,7.0
-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,4.0
-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-80.0,-53.0,-100.0,-83.0,-54.0,-100.0,-100.0,-68.0,-100.0,1.0
-100.0,-74.0,-80.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,5.0
-87.0,-79.0,-76.0,-100.0,-100.0,-77.0,-100.0,-90.0,-100.0,2.0
-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-86.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-79.0,-92.0,-100.0,-77.0,-100.0,-100.0,-100.0,-70.0,-100.0,4.0
-84.0,-53.0,-100.0,-100.0,-54.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-75.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5.0
-95.0,-76.0,-78.0,-86.0,-75.0,-77.0,-100.0,-100.0,-100.0,2.0
-100.0,-84.0,-86.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-72.0,-100.0,-100.0,-72.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-83.0,-53.0,-100.0,-100.0,-52.0,-100.0,-78.0,-67.0,-100.0,1.0
-100.0,-77.0,-74.0,-100.0,-75.0,-74.0,-84.0,-100.0,-100.0,5.0
-81.0,-87.0,-100.0,-72.0,-83.0,-100.0,-73.0,-64.0,-100.0,4.0
-90.0,-72.0,-85.0,-100.0,-100.0,-87.0,-82.0,-86.0,-100.0,2.0
-100.0,-89.0,-88.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,7.0
-73.0,-100.0,-100.0,-71.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-75.0,-79.0,-100.0,-71.0,-77.0,-100.0,-100.0,-100.0,5.0
-86.0,-51.0,-94.0,-88.0,-51.0,-100.0,-100.0,-67.0,-100.0,1.0
-100.0,-82.0,-88.0,-100.0,-83.0,-89.0,-100.0,-100.0,-100.0,7.0
-100.0,-91.0,-100.0,-100.0,-87.0,-100.0,-100.0,-63.0,-100.0,4.0
-85.0,-100.0,-79.0,-85.0,-100.0,-78.0,-100.0,-88.0,-100.0,2.0
-74.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-52.0,-100.0,-85.0,-51.0,-100.0,-100.0,-100.0,-100.0,1.0
-100.0,-75.0,-74.0,-100.0,-75.0,-76.0,-100.0,-100.0,-100.0,5.0
-84.0,-77.0,-79.0,-87.0,-100.0,-73.0,-100.0,-85.0,-100.0,2.0
-100.0,-86.0,-90.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,7.0
-80.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-68.0,-100.0,4.0
-76.0,-92.0,-100.0,-75.0,-91.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-56.0,-100.0,-100.0,-56.0,-100.0,-100.0,-68.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-80.0,-77.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-91.0,-89.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-84.0,-79.0,-100.0,-100.0,-78.0,-83.0,-88.0,-100.0,2.0
-74.0,-100.0,-100.0,-75.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-56.0,-93.0,-100.0,-54.0,-100.0,-86.0,-67.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100,-100,-100,-100,-100,-100,-100,-100,-100,5
-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-63.0,-100.0,4.0
-100.0,-89.0,-88.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-83.0,-81.0,-100.0,-84.0,-80.0,-84.0,-100.0,-100.0,2.0
-71.0,-100.0,-100.0,-75.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-92.0,-56.0,-100.0,-92.0,-54.0,-100.0,-83.0,-68.0,-100.0,1.0
-100.0,-81.0,-75.0,-100.0,-80.0,-75.0,-83.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-74.0,-63.0,-100.0,4.0
-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-81.0,-83.0,-100.0,-100.0,-77.0,-84.0,-87.0,-100.0,2.0
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-100.0,-57.0,-100.0,-100.0,-56.0,-100.0,-100.0,-70.0,-100.0,1.0
-100.0,-79.0,-78.0,-100.0,-80.0,-76.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-83.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,7.0
-66.0,-89.0,-100.0,-68.0,-100.0,-100.0,-100.0,-65.0,-100.0,4.0
-84.0,-80.0,-81.0,-83.0,-100.0,-72.0,-100.0,-85.0,-100.0,2.0
-72.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-52.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,1.0
-100.0,-74.0,-76.0,-100.0,-75.0,-79.0,-100.0,-100.0,-100.0,5.0
-100.0,-82.0,-84.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-85.0,-86.0,-84.0,-100.0,-100.0,-85.0,-100.0,-87.0,-100.0,2.0
-69.0,-88.0,-100.0,-100.0,-89.0,-100.0,-100.0,-62.0,-100.0,4.0
-100.0,-51.0,-100.0,-100.0,-49.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-77.0,-77.0,-100.0,-77.0,-76.0,-100.0,-100.0,-100.0,5.0
-100.0,-70.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-100.0,-100.0,-73.0,-100.0,-100.0,-76.0,-57.0,-100.0,8.0
-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-100.0,-100.0,-82.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,2.0
-100.0,-60.0,-92.0,-100.0,-60.0,-90.0,-74.0,-63.0,-100.0,1.0
-100.0,-76.0,-77.0,-100.0,-75.0,-77.0,-100.0,-100.0,-100.0,5.0
-72.0,-90.0,-100.0,-71.0,-82.0,-100.0,-76.0,-58.0,-100.0,4.0
-100.0,-75.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-87.0,-100.0,-75.0,-88.0,-100.0,-56.0,-100.0,-100.0,6.0
-88.0,-100.0,-80.0,-100.0,-100.0,-82.0,-79.0,-86.0,-100.0,2.0
-83.0,-87.0,-100.0,-71.0,-84.0,-100.0,-78.0,-55.0,-100.0,8.0
-100.0,-75.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-84.0,-58.0,-88.0,-100.0,-58.0,-100.0,-74.0,-61.0,-100.0,1.0
-100.0,-81.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-75.0,-90.0,-100.0,-71.0,-100.0,-100.0,-100.0,-64.0,-100.0,4.0
-77.0,-88.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-84.0,-91.0,-81.0,-74.0,-100.0,-84.0,-100.0,-100.0,-100.0,2.0
-100.0,-75.0,-78.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,5.0
-100.0,-58.0,-100.0,-100.0,-57.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-87.0,-100.0,-100.0,-85.0,-100.0,-100.0,-56.0,-100.0,8.0
-100.0,-73.0,-86.0,-100.0,-69.0,-85.0,-100.0,-100.0,-100.0,7.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,4.0
-77.0,-100.0,-100.0,-76.0,-87.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-80.0,-82.0,-100.0,-100.0,-83.0,-100.0,-79.0,-100.0,2.0
-100.0,-58.0,-100.0,-100.0,-57.0,-100.0,-100.0,-65.0,-100.0,1.0
-100.0,-75.0,-82.0,-100.0,-73.0,-75.0,-100.0,-100.0,-100.0,5.0
-100.0,-80.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-82.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-56.0,-100.0,8.0
-73.0,-94.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-84.0,-81.0,-84.0,-85.0,-100.0,-84.0,-88.0,-83.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-67.0,-100.0,-100.0,-62.0,-100.0,-81.0,-66.0,-100.0,1.0
-100.0,-77.0,-84.0,-100.0,-74.0,-84.0,-83.0,-100.0,-100.0,5.0
-70.0,-91.0,-100.0,-69.0,-91.0,-100.0,-80.0,-69.0,-100.0,4.0
-100.0,-87.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-94.0,-100.0,-76.0,-92.0,-100.0,-50.0,-100.0,-100.0,6.0
-85.0,-87.0,-100.0,-100.0,-100.0,-100.0,-72.0,-56.0,-100.0,8.0
-100.0,-100.0,-80.0,-100.0,-76.0,-80.0,-82.0,-100.0,-100.0,2.0
-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-86.0,-69.0,-100.0,1.0
-100.0,-76.0,-80.0,-100.0,-77.0,-79.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-79.0,-91.0,-100.0,-100.0,-100.0,-100.0,-68.0,-69.0,-100.0,4.0
-100.0,-88.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,7.0
-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-88.0,-92.0,-81.0,-79.0,-100.0,-79.0,-84.0,-86.0,-100.0,2.0
-100.0,-59.0,-100.0,-100.0,-59.0,-100.0,-100.0,-66.0,-100.0,1.0
-100.0,-74.0,-76.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,5.0
-100.0,-89.0,-100.0,-100.0,-89.0,-100.0,-77.0,-56.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-85.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,7.0
-79.0,-88.0,-100.0,-100.0,-89.0,-100.0,-65.0,-62.0,-100.0,4.0
-68.0,-91.0,-100.0,-100.0,-91.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-62.0,-100.0,-100.0,-64.0,-100.0,-100.0,-69.0,-100.0,1.0
-100.0,-77.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,5.0
-83.0,-80.0,-83.0,-100.0,-100.0,-84.0,-100.0,-87.0,-100.0,2.0
-86.0,-100.0,-100.0,-82.0,-100.0,-100.0,-76.0,-56.0,-100.0,8.0
-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-69.0,-100.0,-100.0,-67.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-80.0,-86.0,-100.0,-100.0,-100.0,-100.0,-69.0,-61.0,-100.0,4.0
-100.0,-63.0,-100.0,-100.0,-63.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-100.0,-77.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5.0
-87.0,-76.0,-84.0,-100.0,-100.0,-83.0,-85.0,-100.0,-100.0,2.0
-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,8.0
-67.0,-88.0,-100.0,-66.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-66.0,-100.0,-100.0,-63.0,-100.0,-100.0,-68.0,-100.0,1.0
-100.0,-77.0,-100.0,-100.0,-73.0,-100.0,-81.0,-100.0,-100.0,5.0
-88.0,-80.0,-87.0,-84.0,-100.0,-88.0,-85.0,-86.0,-100.0,2.0
-100.0,-77.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,7.0
-80.0,-87.0,-100.0,-75.0,-100.0,-100.0,-68.0,-66.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-68.0,-100.0,-100.0,-68.0,-92.0,-100.0,-56.0,-100.0,-100.0,6.0
-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,8.0
-100.0,-69.0,-100.0,-100.0,-69.0,-100.0,-100.0,-77.0,-100.0,1.0
-100.0,-75.0,-82.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,5.0
-88.0,-77.0,-84.0,-100.0,-100.0,-84.0,-83.0,-100.0,-100.0,2.0
-100.0,-77.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,7.0
-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,4.0
-100.0,-100.0,-100.0,-80.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-66.0,-100.0,-100.0,-66.0,-100.0,-100.0,-66.0,-100.0,1.0
-100.0,-77.0,-81.0,-100.0,-77.0,-80.0,-100.0,-100.0,-100.0,5.0
-100.0,-88.0,-100.0,-100.0,-88.0,-100.0,-100.0,-56.0,-100.0,8.0
-83.0,-100.0,-82.0,-100.0,-79.0,-83.0,-100.0,-89.0,-100.0,2.0
-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-73.0,-90.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-78.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-69.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-69.0,-100.0,-100.0,-66.0,-100.0,-100.0,-67.0,-100.0,1.0
-100.0,-76.0,-81.0,-100.0,-76.0,-82.0,-100.0,-100.0,-100.0,5.0
-100.0,-72.0,-89.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-84.0,-79.0,-83.0,-86.0,-80.0,-79.0,-100.0,-86.0,-100.0,2.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,8.0
-70.0,-88.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-68.0,-100.0,-100.0,-65.0,-100.0,-100.0,-71.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-77.0,-78.0,-100.0,-76.0,-75.0,-100.0,-100.0,-100.0,5.0
-76.0,-100.0,-100.0,-74.0,-91.0,-100.0,-75.0,-100.0,-100.0,4.0
-100.0,-72.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,7.0
-85.0,-100.0,-81.0,-100.0,-100.0,-81.0,-100.0,-87.0,-100.0,2.0
-65.0,-88.0,-100.0,-100.0,-90.0,-100.0,-52.0,-100.0,-100.0,6.0
-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-56.0,-100.0,8.0
-100.0,-64.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,1.0
-100.0,-74.0,-79.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-82.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-100.0,-80.0,-82.0,-100.0,-82.0,-89.0,-90.0,-100.0,2.0
-79.0,-86.0,-100.0,-100.0,-86.0,-100.0,-79.0,-74.0,-100.0,4.0
-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-57.0,-100.0,-100.0,6.0
-100.0,-63.0,-100.0,-100.0,-63.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-88.0,-90.0,-100.0,-100.0,-100.0,-100.0,-75.0,-55.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-82.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,7.0
-74.0,-84.0,-82.0,-100.0,-81.0,-79.0,-100.0,-87.0,-100.0,2.0
-75.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.0
-67.0,-90.0,-100.0,-67.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-76.0,-76.0,-100.0,-76.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-82.0,-86.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,8.0
-81.0,-77.0,-81.0,-100.0,-100.0,-74.0,-100.0,-84.0,-100.0,2.0
-66.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-63.0,-100.0,-100.0,-66.0,-100.0,-100.0,-72.0,-100.0,1.0
-79.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-65.0,-100.0,4.0
-100.0,-76.0,-76.0,-100.0,-70.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-83.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-86.0,-89.0,-85.0,-100.0,-100.0,-82.0,-100.0,-85.0,-100.0,2.0
-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,8.0
-100.0,-76.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-66.0,-100.0,-90.0,-67.0,-100.0,-100.0,-100.0,-100.0,1.0
-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-65.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-84.0,-78.0,-85.0,-78.0,-100.0,-87.0,-79.0,-89.0,-100.0,2.0
-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-54.0,-100.0,-100.0,6.0
-100.0,-65.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,1.0
-87.0,-87.0,-100.0,-100.0,-100.0,-100.0,-76.0,-58.0,-100.0,8.0
-100.0,-78.0,-82.0,-100.0,-80.0,-80.0,-100.0,-100.0,-100.0,5.0
-100.0,-78.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,7.0
-81.0,-91.0,-100.0,-100.0,-100.0,-100.0,-83.0,-70.0,-100.0,4.0
-100.0,-95.0,-84.0,-100.0,-73.0,-84.0,-90.0,-87.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-78.0,-86.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-100.0,-67.0,-100.0,-100.0,-68.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-77.0,-82.0,-100.0,-76.0,-83.0,-100.0,-100.0,-100.0,5.0
-100.0,-93.0,-100.0,-88.0,-100.0,-100.0,-76.0,-56.0,-100.0,8.0
-100.0,-82.0,-100.0,-100.0,-83.0,-89.0,-100.0,-100.0,-100.0,7.0
-85.0,-79.0,-86.0,-100.0,-77.0,-86.0,-81.0,-87.0,-100.0,2.0
-100.0,-64.0,-100.0,-100.0,-65.0,-100.0,-86.0,-72.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-88.0,-100.0,-100.0,-88.0,-100.0,-72.0,-100.0,-100.0,4.0
-77.0,-95.0,-100.0,-78.0,-100.0,-100.0,-51.0,-100.0,-100.0,6.0
-100.0,-74.0,-76.0,-100.0,-71.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-87.0,-90.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,7.0
-86.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,8.0
-68.0,-91.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-83.0,-94.0,-86.0,-100.0,-100.0,-88.0,-100.0,-92.0,-100.0,2.0
-100.0,-69.0,-100.0,-100.0,-68.0,-100.0,-100.0,-67.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-77.0,-77.0,-100.0,-70.0,-75.0,-100.0,-100.0,-100.0,5.0
-82.0,-83.0,-100.0,-100.0,-81.0,-100.0,-100.0,-67.0,-100.0,4.0
-100.0,-83.0,-100.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,7.0
-72.0,-91.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-83.0,-100.0,-88.0,-100.0,-82.0,-86.0,-100.0,-88.0,-100.0,2.0
-86.0,-90.0,-100.0,-100.0,-85.0,-100.0,-100.0,-56.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-74.0,-77.0,-100.0,-70.0,-79.0,-100.0,-100.0,-100.0,5.0
-100.0,-80.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,7.0
-78.0,-87.0,-100.0,-78.0,-83.0,-100.0,-100.0,-68.0,-100.0,4.0
-74.0,-88.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,6.0
-82.0,-82.0,-83.0,-81.0,-83.0,-84.0,-100.0,-89.0,-100.0,2.0
-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-71.0,-100.0,1.0
-100.0,-69.0,-69.0,-100.0,-68.0,-76.0,-100.0,-100.0,-100.0,5.0
-87.0,-84.0,-100.0,-81.0,-100.0,-100.0,-80.0,-51.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-82.0,-91.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-82.0,-86.0,-100.0,-73.0,-100.0,-100.0,-80.0,-63.0,-100.0,4.0
-81.0,-81.0,-86.0,-100.0,-85.0,-84.0,-85.0,-87.0,-100.0,2.0
-100.0,-58.0,-100.0,-100.0,-60.0,-100.0,-89.0,-100.0,-100.0,1.0
-100.0,-68.0,-67.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-82.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
