UoM_Wireless1,UoM_Wireless6,UoM_Wireless11,eduroam1,eduroam6,eduroam11,Jungle Book10,PROLINK_H5004NK_8766E11,UNIC-wifi11,id
-90.0,-58.0,-91.0,-100.0,-60.0,-90.0,-100.0,-60.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-83.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-64.0,-100.0,8.0
-93.0,-80.0,-87.0,-91.0,-78.0,-84.0,-100.0,-94.0,-100.0,2.0
-79.0,-93.0,-100.0,-80.0,-91.0,-100.0,-100.0,-100.0,-100.0,6.0
-79.0,-86.0,-100.0,-100.0,-87.0,-100.0,-100.0,-60.0,-100.0,4.0
-100.0,-70.0,-78.0,-100.0,-72.0,-75.0,-100.0,-100.0,-100.0,5.0
-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-100.0,-60.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-90.0,-78.0,-83.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,7.0
-90.0,-86.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,2.0
-81.0,-100.0,-100.0,-100.0,-93.0,-100.0,-100.0,-100.0,-100.0,6.0
-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,8.0
-83.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-66.0,-100.0,4.0
-100.0,-76.0,-78.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-60.0,-100.0,-100.0,-62.0,-100.0,-100.0,-59.0,-100.0,1.0
-89.0,-82.0,-83.0,-100.0,-85.0,-81.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-84.0,-84.0,-100.0,-83.0,-75.0,-100.0,-94.0,-100.0,2.0
-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-55.0,-100.0,8.0
-100.0,-70.0,-75.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-88.0,-63.0,-100.0,-86.0,-64.0,-100.0,-100.0,-100.0,-100.0,1.0
-91.0,-79.0,-85.0,-100.0,-80.0,-85.0,-100.0,-100.0,-100.0,7.0
-80.0,-100.0,-100.0,-71.0,-100.0,-100.0,-78.0,-54.0,-100.0,4.0
-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-88.0,-81.0,-100.0,-100.0,-82.0,-73.0,-91.0,-100.0,2.0
-100.0,-74.0,-78.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-65.0,-100.0,-100.0,-63.0,-100.0,-81.0,-59.0,-100.0,1.0
-93.0,-78.0,-86.0,-100.0,-74.0,-74.0,-100.0,-100.0,-100.0,7.0
-83.0,-92.0,-89.0,-100.0,-100.0,-100.0,-76.0,-57.0,-100.0,8.0
-73.0,-100.0,-100.0,-70.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-85.0,-90.0,-100.0,-100.0,-91.0,-100.0,-78.0,-63.0,-100.0,4.0
-92.0,-100.0,-86.0,-100.0,-100.0,-85.0,-83.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-79.0,-87.0,-100.0,-79.0,-86.0,-100.0,-100.0,-100.0,7.0
-100.0,-78.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-91.0,-60.0,-100.0,-100.0,-59.0,-100.0,-82.0,-59.0,-100.0,1.0
-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-60.0,-100.0,8.0
-76.0,-100.0,-100.0,-100.0,-90.0,-100.0,-54.0,-100.0,-100.0,6.0
-100.0,-79.0,-82.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,2.0
-85.0,-90.0,-100.0,-87.0,-100.0,-100.0,-73.0,-59.0,-100.0,4.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-69.0,-75.0,-100.0,-70.0,-74.0,-100.0,-100.0,-100.0,5.0
-88.0,-76.0,-86.0,-100.0,-76.0,-91.0,-92.0,-100.0,-100.0,7.0
-100.0,-59.0,-89.0,-100.0,-58.0,-100.0,-83.0,-58.0,-100.0,1.0
-76.0,-100.0,-100.0,-78.0,-91.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-81.0,-79.0,-93.0,-100.0,-81.0,-85.0,-100.0,-100.0,2.0
-82.0,-88.0,-100.0,-80.0,-100.0,-100.0,-75.0,-58.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-68.0,-71.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-63.0,-100.0,4.0
-100.0,-57.0,-89.0,-100.0,-59.0,-80.0,-100.0,-59.0,-100.0,1.0
-100.0,-78.0,-87.0,-100.0,-78.0,-88.0,-93.0,-100.0,-100.0,7.0
-77.0,-90.0,-100.0,-74.0,-89.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-100.0,-84.0,-91.0,-100.0,-86.0,-100.0,-100.0,-100.0,2.0
-100.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-82.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-65.0,-100.0,8.0
-100.0,-78.0,-88.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,7.0
-90.0,-58.0,-91.0,-100.0,-57.0,-89.0,-100.0,-59.0,-100.0,1.0
-100.0,-87.0,-100.0,-100.0,-85.0,-100.0,-100.0,-63.0,-100.0,4.0
-74.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-87.0,-80.0,-89.0,-100.0,-100.0,-90.0,-100.0,-92.0,-100.0,2.0
-100.0,-72.0,-73.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-76.0,-87.0,-100.0,-77.0,-88.0,-100.0,-100.0,-100.0,7.0
-88.0,-62.0,-88.0,-100.0,-62.0,-100.0,-100.0,-61.0,-100.0,1.0
-81.0,-90.0,-100.0,-100.0,-86.0,-100.0,-100.0,-64.0,-100.0,8.0
-79.0,-89.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,6.0
-81.0,-100.0,-100.0,-71.0,-100.0,-100.0,-86.0,-59.0,-100.0,4.0
-92.0,-79.0,-82.0,-91.0,-82.0,-79.0,-100.0,-91.0,-100.0,2.0
-100.0,-67.0,-72.0,-100.0,-69.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-77.0,-86.0,-100.0,-77.0,-87.0,-100.0,-100.0,-100.0,7.0
-87.0,-60.0,-100.0,-100.0,-59.0,-100.0,-100.0,-62.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-83.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-59.0,-100.0,8.0
-100.0,-100.0,-88.0,-100.0,-100.0,-93.0,-100.0,-92.0,-100.0,2.0
-87.0,-90.0,-100.0,-100.0,-92.0,-100.0,-100.0,-57.0,-100.0,4.0
-100.0,-75.0,-86.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-75.0,-78.0,-100.0,-74.0,-80.0,-100.0,-100.0,-100.0,5.0
-90.0,-69.0,-100.0,-100.0,-69.0,-100.0,-100.0,-68.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-68.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-93.0,-100.0,-88.0,-100.0,-100.0,-75.0,-100.0,-90.0,-100.0,2.0
-84.0,-100.0,-100.0,-86.0,-91.0,-100.0,-100.0,-100.0,-100.0,8.0
-100.0,-73.0,-78.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,5.0
-100.0,-74.0,-90.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-80.0,-90.0,-100.0,-100.0,-83.0,-100.0,-84.0,-56.0,-100.0,4.0
-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-60.0,-100.0,-100.0,-60.0,-100.0,-100.0,-71.0,-100.0,1.0
-92.0,-100.0,-81.0,-100.0,-100.0,-73.0,-87.0,-100.0,-100.0,2.0
-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-83.0,-89.0,-96.0,-100.0,-100.0,-100.0,-77.0,-62.0,-100.0,8.0
-87.0,-58.0,-100.0,-100.0,-60.0,-100.0,-87.0,-66.0,-100.0,1.0
-100.0,-72.0,-86.0,-100.0,-73.0,-87.0,-100.0,-100.0,-100.0,7.0
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-79.0,-91.0,-100.0,-75.0,-100.0,-100.0,-75.0,-58.0,-100.0,4.0
-100.0,-87.0,-83.0,-100.0,-100.0,-82.0,-86.0,-100.0,-100.0,2.0
-100.0,-73.0,-77.0,-100.0,-73.0,-81.0,-100.0,-100.0,-100.0,5.0
-100.0,-74.0,-86.0,-100.0,-74.0,-100.0,-89.0,-100.0,-100.0,7.0
-100.0,-61.0,-100.0,-100.0,-61.0,-100.0,-83.0,-72.0,-100.0,1.0
-84.0,-91.0,-90.0,-100.0,-91.0,-100.0,-74.0,-60.0,-100.0,8.0
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-83.0,-88.0,-100.0,-100.0,-89.0,-88.0,-91.0,-100.0,2.0
-80.0,-87.0,-100.0,-100.0,-82.0,-100.0,-78.0,-57.0,-100.0,4.0
-100.0,-69.0,-75.0,-100.0,-69.0,-77.0,-100.0,-100.0,-100.0,5.0
-100.0,-75.0,-85.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-60.0,-100.0,-100.0,-61.0,-100.0,-100.0,-71.0,-100.0,1.0
-75.0,-100.0,-100.0,-76.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-62.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-69.0,-79.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-82.0,-85.0,-100.0,-80.0,-88.0,-89.0,-89.0,-100.0,2.0
-100.0,-77.0,-87.0,-100.0,-76.0,-90.0,-100.0,-100.0,-100.0,7.0
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-61.0,-100.0,4.0
-85.0,-69.0,-100.0,-100.0,-68.0,-100.0,-100.0,-70.0,-100.0,1.0
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-78.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-83.0,-92.0,-100.0,2.0
-85.0,-89.0,-92.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,8.0
-93.0,-77.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-65.0,-100.0,-100.0,-64.0,-100.0,-100.0,-73.0,-100.0,1.0
-74.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,4.0
-100.0,-75.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-88.0,-90.0,-100.0,-100.0,-88.0,-100.0,-92.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-91.0,-75.0,-89.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-57.0,-100.0,-100.0,-57.0,-100.0,-100.0,-74.0,-100.0,1.0
-83.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,8.0
-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-81.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-67.0,-100.0,4.0
-100.0,-72.0,-74.0,-100.0,-74.0,-76.0,-100.0,-100.0,-100.0,5.0
-92.0,-79.0,-86.0,-90.0,-100.0,-87.0,-100.0,-100.0,-100.0,2.0
-100.0,-70.0,-100.0,-100.0,-72.0,-100.0,-100.0,-70.0,-100.0,1.0
-88.0,-79.0,-94.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-75.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-87.0,-100.0,-100.0,-72.0,-100.0,-100.0,-78.0,-59.0,-100.0,8.0
-77.0,-89.0,-100.0,-76.0,-100.0,-100.0,-80.0,-54.0,-100.0,4.0
-100.0,-70.0,-71.0,-100.0,-70.0,-70.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,2
-85.0,-56.0,-100.0,-100.0,-57.0,-100.0,-82.0,-72.0,-100.0,1.0
-100.0,-75.0,-88.0,-100.0,-71.0,-86.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-70.0,-73.0,-100.0,-72.0,-72.0,-100.0,-100.0,-100.0,5.0
-84.0,-89.0,-100.0,-84.0,-100.0,-100.0,-100.0,-58.0,-100.0,8.0
-100.0,-63.0,-100.0,-100.0,-64.0,-100.0,-100.0,-62.0,-100.0,1.0
-100.0,-100.0,-84.0,-94.0,-100.0,-83.0,-100.0,-100.0,-100.0,2.0
-100.0,-76.0,-86.0,-100.0,-72.0,-85.0,-100.0,-100.0,-100.0,7.0
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,4.0
-74.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-69.0,-100.0,-72.0,-71.0,-100.0,-100.0,-100.0,5.0
-100.0,-76.0,-75.0,-100.0,-72.0,-88.0,-100.0,-100.0,-100.0,7.0
-100.0,-68.0,-100.0,-100.0,-75.0,-100.0,-100.0,-74.0,-100.0,1.0
-84.0,-82.0,-84.0,-79.0,-81.0,-81.0,-100.0,-89.0,-100.0,2.0
-82.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-55.0,-100.0,8.0
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-85.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,4.0
-100.0,-72.0,-73.0,-100.0,-71.0,-71.0,-100.0,-100.0,-100.0,5.0
-100.0,-64.0,-100.0,-100.0,-62.0,-100.0,-100.0,-77.0,-100.0,1.0
-89.0,-75.0,-89.0,-100.0,-75.0,-89.0,-100.0,-100.0,-100.0,7.0
-100.0,-85.0,-83.0,-100.0,-100.0,-86.0,-100.0,-93.0,-100.0,2.0
-71.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-89.0,-100.0,-92.0,-100.0,-93.0,-94.0,-80.0,-54.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-89.0,-100.0,-84.0,-100.0,-100.0,-75.0,-57.0,-100.0,4.0
-100.0,-71.0,-76.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-55.0,-100.0,-100.0,-56.0,-100.0,-100.0,-74.0,-100.0,1.0
-100.0,-72.0,-85.0,-100.0,-72.0,-87.0,-100.0,-100.0,-100.0,7.0
-84.0,-84.0,-85.0,-76.0,-100.0,-83.0,-82.0,-90.0,-100.0,2.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,-100.0,6.0
-88.0,-100.0,-100.0,-100.0,-100.0,-90.0,-73.0,-55.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-73.0,-74.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-67.0,-100.0,-100.0,-71.0,-100.0,-100.0,-62.0,-100.0,1.0
-100.0,-73.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-85.0,-89.0,-100.0,-100.0,-100.0,-100.0,-74.0,-61.0,-100.0,4.0
-88.0,-87.0,-84.0,-100.0,-100.0,-81.0,-85.0,-92.0,-100.0,2.0
-70.0,-100.0,-100.0,-71.0,-87.0,-100.0,-53.0,-100.0,-100.0,6.0
-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-59.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,1.0
-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-61.0,-100.0,8.0
-88.0,-75.0,-83.0,-100.0,-71.0,-100.0,-92.0,-100.0,-100.0,7.0
-100.0,-87.0,-86.0,-100.0,-100.0,-84.0,-84.0,-91.0,-100.0,2.0
-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-57.0,-100.0,-100.0,6.0
-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-64.0,-100.0,4.0
-100.0,-73.0,-69.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-57.0,-100.0,-100.0,-58.0,-100.0,-100.0,-66.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-72.0,-87.0,-100.0,-73.0,-84.0,-100.0,-100.0,-100.0,7.0
-67.0,-93.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-70.0,-53.0,-100.0,8.0
-85.0,-88.0,-86.0,-100.0,-100.0,-84.0,-86.0,-100.0,-100.0,2.0
-84.0,-88.0,-100.0,-77.0,-100.0,-100.0,-86.0,-60.0,-100.0,4.0
-100.0,-69.0,-71.0,-100.0,-68.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-64.0,-100.0,-100.0,-66.0,-100.0,-100.0,-69.0,-100.0,1.0
-89.0,-73.0,-100.0,-100.0,-69.0,-83.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-65.0,-90.0,-100.0,-66.0,-100.0,-100.0,-56.0,-100.0,-100.0,6.0
-87.0,-100.0,-83.0,-100.0,-100.0,-83.0,-84.0,-93.0,-100.0,2.0
-86.0,-88.0,-100.0,-100.0,-90.0,-100.0,-78.0,-53.0,-100.0,8.0
-100.0,-61.0,-100.0,-100.0,-60.0,-100.0,-100.0,-68.0,-100.0,1.0
-100.0,-71.0,-74.0,-100.0,-71.0,-73.0,-100.0,-100.0,-100.0,5.0
-84.0,-88.0,-100.0,-100.0,-88.0,-100.0,-100.0,-64.0,-100.0,4.0
-89.0,-70.0,-100.0,-100.0,-68.0,-88.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-68.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100.0,-83.0,-84.0,-100.0,-100.0,-85.0,-100.0,-90.0,-100.0,2.0
-100.0,-72.0,-69.0,-100.0,-70.0,-71.0,-100.0,-100.0,-100.0,5.0
-88.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-57.0,-100.0,8.0
-100.0,-62.0,-100.0,-100.0,-62.0,-100.0,-100.0,-65.0,-100.0,1.0
-100.0,-72.0,-90.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,7.0
-84.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,4.0
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-89.0,-83.0,-87.0,-100.0,-83.0,-100.0,-100.0,-100.0,2.0
-100.0,-71.0,-72.0,-100.0,-71.0,-70.0,-100.0,-100.0,-100.0,5.0
-100.0,-60.0,-100.0,-100.0,-60.0,-100.0,-100.0,-67.0,-100.0,1.0
-100.0,-76.0,-88.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,7.0
-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,8.0
-71.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-87.0,-80.0,-79.0,-100.0,-100.0,-84.0,-100.0,-90.0,-100.0,2.0
-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,4.0
-100.0,-72.0,-72.0,-100.0,-72.0,-70.0,-100.0,-100.0,-100.0,5.0
-82.0,-63.0,-100.0,-83.0,-62.0,-100.0,-100.0,-62.0,-100.0,1.0
-100.0,-73.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,7.0
-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-90.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,8.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-93.0,-84.0,-85.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,2.0
-100.0,-68.0,-73.0,-100.0,-67.0,-72.0,-100.0,-100.0,-100.0,5.0
-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,4.0
-100.0,-66.0,-100.0,-100.0,-66.0,-100.0,-100.0,-62.0,-100.0,1.0
-100.0,-73.0,-87.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-89.0,-82.0,-85.0,-100.0,-100.0,-86.0,-100.0,-89.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-91.0,-100.0,-95.0,-100.0,-100.0,-77.0,-51.0,-100.0,8.0
-100.0,-74.0,-74.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,5.0
-100.0,-68.0,-100.0,-100.0,-65.0,-100.0,-100.0,-72.0,-100.0,1.0
-100.0,-77.0,-85.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,7.0
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-77.0,-64.0,-100.0,4.0
-90.0,-82.0,-81.0,-100.0,-100.0,-83.0,-83.0,-100.0,-100.0,2.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-64.0,-100.0,-100.0,-64.0,-100.0,-85.0,-72.0,-100.0,1.0
-100.0,-68.0,-75.0,-100.0,-72.0,-74.0,-100.0,-100.0,-100.0,5.0
-89.0,-87.0,-100.0,-100.0,-86.0,-100.0,-73.0,-53.0,-100.0,8.0
-100.0,-77.0,-90.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,7.0
-77.0,-100.0,-100.0,-73.0,-100.0,-100.0,-53.0,-100.0,-100.0,6.0
-88.0,-100.0,-100.0,-100.0,-89.0,-100.0,-72.0,-59.0,-100.0,4.0
-86.0,-85.0,-81.0,-100.0,-100.0,-75.0,-100.0,-91.0,-100.0,2.0
-100.0,-70.0,-76.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,5.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-58.0,-84.0,-100.0,-57.0,-100.0,-100.0,-70.0,-100.0,1.0
-100.0,-77.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,7.0
-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-100.0,8.0
-91.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,4.0
-86.0,-86.0,-82.0,-100.0,-100.0,-83.0,-100.0,-90.0,-100.0,2.0
-100.0,-84.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,5.0
-100.0,-54.0,-100.0,-100.0,-55.0,-100.0,-100.0,-66.0,-100.0,1.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-100.0,-76.0,-86.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,7.0
-73.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
-89.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-52.0,-100.0,8.0
-100.0,-88.0,-80.0,-100.0,-83.0,-73.0,-100.0,-93.0,-100.0,2.0
-100.0,-76.0,-74.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,5.0
-78.0,-61.0,-100.0,-100.0,-62.0,-100.0,-100.0,-64.0,-100.0,1.0
-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-64.0,-100.0,4.0
-100.0,-75.0,-86.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,7.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,6.0
-100.0,-76.0,-78.0,-100.0,-78.0,-76.0,-100.0,-100.0,-100.0,5.0
-86.0,-100.0,-82.0,-85.0,-100.0,-83.0,-81.0,-100.0,-100.0,2.0
-100.0,-87.0,-94.0,-100.0,-100.0,-100.0,-75.0,-52.0,-100.0,8.0
-78.0,-54.0,-100.0,-77.0,-54.0,-100.0,-85.0,-68.0,-100.0,1.0
-94.0,-77.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,7.0
-73.0,-100.0,-100.0,-75.0,-100.0,-100.0,-55.0,-100.0,-100.0,6.0
-100,-100,-100,-100,-100,-100,-100,-100,-100,3
-86.0,-100.0,-100.0,-85.0,-100.0,-100.0,-75.0,-73.0,-100.0,4.0
-100.0,-75.0,-80.0,-100.0,-70.0,-75.0,-100.0,-100.0,-100.0,5.0
-83.0,-87.0,-85.0,-100.0,-100.0,-82.0,-80.0,-91.0,-100.0,2.0
-79.0,-55.0,-100.0,-79.0,-56.0,-100.0,-100.0,-62.0,-100.0,1.0
-100.0,-77.0,-86.0,-100.0,-73.0,-100.0,-96.0,-100.0,-100.0,7.0
-73.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,6.0
